,Parcel ID,Address,Sale Date,Sale Price,Qualified Sales,Reason,Acres,Parcel  Class ,Year  Built ,Square Ft ,Price Per  Square Ft ,lat,long
522,15015B000076,3031 SADDLE CREEK DR,5/31/23,"$334,900.00 ",Qualified,FM,0.65,Residential,1997,1386,$241.63 ,34.2705976,-83.7421382
523,08024 006250,4503 SW CEDAR OAK CT,5/31/23,"$462,155.00 ",Qualified,FM,0.2,Residential,2022,2690,$171.80 ,34.2544813,-83.8682381
524,01071 002005,1080 NW WESSELL RD,5/31/23,"$950,000.00 ",Qualified,FM,0.89,Residential,1967,2949,$322.14 ,34.3112667,-83.8388917
525,15023D002065,3054 BRONCO LN,5/30/23,"$315,000.00 ",Qualified,FM,0.3,Residential,2005,1773,$177.66 ,34.2548119,-83.7479888
526,10024 000108,6005 CALEDONIA CT,5/30/23,"$535,207.00 ",Qualified,FM,0.33,Residential,2022,2761,$193.85 ,34.3501177,-83.9511446
527,11040 000029,5910 HUBERT STEPHENS RD,5/30/23,"$375,000.00 ",Qualified,FM,2,Residential,1997,1909,$196.44 ,34.4237169,-83.8690249
528,09124 000230,3743 NE SHADES VALLEY LN,5/30/23,"$315,000.00 ",Qualified,FM,0.05,Residential,2019,1506,$209.16 ,34.3282405,-83.7977575
529,08137B000109,5489 WINDING RIDGE TRL,5/30/23,"$1,200,000.00 ",Qualified,FM,4.29,Residential,2020,4978,$241.06 ,34.1531838,-83.9407051
530,15039 000619,6435 AUTUMN CREST LN,5/30/23,"$550,000.00 ",Qualified,FM,0.23,Residential,2010,2652,$207.39 ,34.127202,-83.850926
531,15021 000170,3090 PIERCE RD,5/30/23,"$333,000.00 ",Qualified,FM,1.6,Residential,2007,1738,$191.60 ,34.2991488,-83.7535899
532,11046 000008,648 ROBIN HOOD DR,5/30/23,"$225,000.00 ",Qualified,FM,1.47,Residential,0,0,$0.00 ,34.480327,-83.8660699
533,01073 002042,460 NW HOLLY DR,5/30/23,"$350,000.00 ",Qualified,FM,0.35,Residential,1958,1496,$233.96 ,34.3157095,-83.8382909
534,08118B000024,6272 SHOREVIEW CIR,5/30/23,"$300,000.00 ",Qualified,FM,0.11,Residential,2004,1506,$199.20 ,34.182742,-83.934368
535,00133C000004,233 CRONIC DR,5/30/23,"$290,000.00 ",Qualified,FM,0.53,Residential,1950,896,$323.66 ,34.2705931,-83.8428481
536,15042 000562,6897 LANCASTER XING,5/30/23,"$480,000.00 ",Qualified,FM,0.21,Residential,2020,3014,$159.26 ,34.1372976,-83.8879256
537,15047 002245,6984 RIVER ROCK DR,5/30/23,"$617,299.00 ",Qualified,FM,0.21,Residential,2022,2296,$268.86 ,34.1459886,-83.9090017
538,08042B000170,4724 SW AUTUMN ROSE TRL,5/30/23,"$270,000.00 ",Qualified,FM,0.03,Residential,2003,1248,$216.35 ,34.2483752,-83.8940212
539,15047 002214,6921 RIVER ROCK DR,5/30/23,"$542,719.00 ",Qualified,FM,0.14,Residential,2022,2020,$268.67 ,34.147929,-83.9092189
540,08042A000542,4725 MEDLOCK LN,5/30/23,"$314,990.00 ",Qualified,FM,0.06,Residential,2022,1654,$190.44 ,34.242886,-83.892246
541,08021 001128,3316 SW INDIAN HAWTHORNE RDG,5/30/23,"$750,000.00 ",Qualified,FM,0.23,Residential,2007,2778,$269.98 ,34.2870484,-83.8857108
542,15047 000629,7212 LAKE STERLING BLVD,5/30/23,"$569,000.00 ",Qualified,FM,0.22,Residential,2012,3775,$150.73 ,34.1486919,-83.905041
543,10024 000176,5971 BELAFONTE WALK,5/30/23,"$632,008.00 ",Qualified,FM,0.35,Residential,2023,3210,$196.89 ,34.3487489,-83.9517351
544,08024 006209,4489 SW MILL OAK WAY,5/30/23,"$489,780.00 ",Qualified,FM,0.22,Residential,2022,2776,$176.43 ,34.2531121,-83.8693975
545,15048D000037,6412 RIVER HILL DR,5/30/23,"$249,300.00 ",Qualified,FM,1.05,Residential,1994,1220,$204.34 ,34.1292087,-83.8955216
546,08042A000066,4751 CRAWFORD OAKS DR,5/30/23,"$260,000.00 ",Qualified,FM,0.09,Residential,2001,1176,$221.09 ,34.2405831,-83.8884731
547,15048 001061,3277 LONG CREEK DR,5/30/23,"$550,000.00 ",Qualified,FM,0.18,Residential,2020,3402,$161.67 ,34.1132928,-83.9029717
548,12064B001003,226 DEAN ST,5/26/23,"$370,000.00 ",Qualified,FM,0.52,Residential,2001,1974,$187.44 ,34.47694,-83.7754085
549,15047 000965,6817 BUNGALOW RD,5/26/23,"$482,800.00 ",Qualified,FM,0.15,Residential,2022,1869,$258.32 ,34.1499734,-83.9114066
550,15048D000010,6314 BENT OAKS CT,5/26/23,"$300,000.00 ",Qualified,FM,0.69,Residential,1993,1352,$221.89 ,34.123403,-83.8954802
551,15041 000599,5785 MIRAVISTA WAY,5/26/23,"$566,595.00 ",Qualified,FM,0.16,Residential,2023,1864,$303.97 ,34.1016001,-83.8649842
552,10155 000001,4104 AUTRY RD,5/26/23,"$305,000.00 ",Qualified,FM,1.02,Residential,1946,1008,$302.58 ,34.3927673,-83.7783944
553,15047W000104,6746 BIRCH BARK WAY,5/26/23,"$425,000.00 ",Qualified,FM,0.17,Residential,2016,1700,$250.00 ,34.1521821,-83.9073172
554,08149 000082,6367 SNELLING MILL RD,5/26/23,"$1,149,000.00 ",Qualified,FM,1.06,Residential,2022,4256,$269.97 ,34.16896,-83.962525
555,15041 000561,5772 GRAPEWOOD ST,5/26/23,"$466,390.00 ",Qualified,FM,0.15,Residential,2023,1613,$289.14 ,34.1029198,-83.8609504
556,10008 000013,5978 WELLINGTON AVE,5/26/23,"$845,000.00 ",Qualified,FM,0.93,Residential,2018,1601,$527.80 ,34.3676064,-83.967791
557,15047G000076,7041 BLACKBIRD CT,5/26/23,"$399,900.00 ",Qualified,FM,0.19,Residential,2021,1860,$215.00 ,34.1565626,-83.9151974
558,10072 003081,2755 FRAN MAR DR,5/26/23,"$282,500.00 ",Qualified,FM,0.36,Residential,1970,1300,$217.31 ,34.3451114,-83.8999918
559,08102 001027,6026 JIM CROW RD,5/26/23,"$2,400,000.00 ",Qualified,FM,2.01,Residential,1997,4689,$511.84 ,34.2227121,-83.9383888
560,10017 000154,7026 HAMMOCK TRL,5/26/23,"$758,750.00 ",Qualified,FM,0.32,Residential,2022,2128,$356.56 ,34.3537025,-83.96223
561,10024 000193,6006 MORNING STAR LN,5/26/23,"$604,000.00 ",Qualified,FM,0.28,Residential,2022,3120,$193.59 ,34.3487771,-83.9506063
562,15039 000264,6231 HARRIS CT,5/26/23,"$430,000.00 ",Qualified,FM,0.33,Residential,2006,2803,$153.41 ,34.12418,-83.8355564
563,08121 000031,6537 COX DR,5/26/23,"$1,900,000.00 ",Qualified,FM,0.39,Residential,2015,4681,$405.90 ,34.2055174,-83.9503416
564,10122 000042,3152 TANYARD BRANCH RD,5/26/23,"$670,000.00 ",Qualified,FM,0.63,Residential,1996,3253,$205.96 ,34.3570664,-83.8530799
565,10134 000017,2710 NORTHLAKE RD,5/26/23,"$607,980.00 ",Qualified,FM,0.58,Residential,1985,1787,$340.22 ,34.3613574,-83.8276009
566,10118 000016,4452 WILD TURKEY WAY,5/26/23,"$3,100,000.00 ",Qualified,FM,1.52,Residential,2000,11898,$260.55 ,34.3924274,-83.8533077
567,08138 002090,6028 WADE ORR RD,5/26/23,"$675,000.00 ",Qualified,FM,0.35,Residential,2022,3581,$188.49 ,34.1647051,-83.9417884
568,08033 000108,3523 PAIGE CT,5/26/23,"$381,500.00 ",Qualified,FM,0.53,Residential,1997,2140,$178.27 ,34.268842,-83.8908441
569,15043C000031,5359 ASHLAND DR,5/25/23,"$380,000.00 ",Qualified,FM,0.4,Residential,1996,1636,$232.27 ,34.1523954,-83.8815501
570,15043B000027,5158 SAGEWOOD DR,5/25/23,"$339,000.00 ",Qualified,FM,0.64,Residential,1998,1218,$278.33 ,34.1580505,-83.8755673
571,08141 006012,6507 BERMUDA LN,5/25/23,"$379,000.00 ",Qualified,FM,2.68,Residential,1976,1494,$253.68 ,34.1842467,-83.9560897
572,15047G000061,6871 SCARLET OAK WAY,5/25/23,"$499,750.00 ",Qualified,FM,0.15,Residential,2021,2556,$195.52 ,34.1571165,-83.9134004
573,15048D000016,6510 RIVER HILL DR,5/25/23,"$293,000.00 ",Qualified,FM,0.72,Residential,1995,1166,$251.29 ,34.124447,-83.8929552
574,01069 003001,155 NW PIEDMONT AVE,5/25/23,"$419,000.00 ",Qualified,FM,0.55,Residential,1952,2070,$202.42 ,34.3122472,-83.83046
575,08042A000546,4741 MEDLOCK LN,5/25/23,"$309,990.00 ",Qualified,FM,0.06,Residential,2022,1654,$187.42 ,34.243285,-83.892281
576,15032C002002,2309 FERN DR,5/25/23,"$160,000.00 ",Qualified,FM,0.61,Residential,1978,1156,$138.41 ,34.2932071,-83.7906272
577,15047 002257,6936 RIVER ROCK DR,5/25/23,"$489,011.00 ",Qualified,FM,0.14,Residential,2022,2034,$240.42 ,34.147682,-83.909735
578,11158A000156,7733 ELM CIR,5/25/23,"$585,000.00 ",Qualified,FM,0.26,Residential,1985,1798,$325.36 ,34.4143711,-83.9799447
579,15047 000259,7811 BENCHMARK DR,5/25/23,"$620,000.00 ",Qualified,FM,0.28,Residential,2004,2969,$208.82 ,34.1373762,-83.9012748
580,01043 001074,804 NW WILSHIRE RD,5/25/23,"$580,000.00 ",Qualified,FM,0.74,Residential,2021,1856,$312.50 ,34.305621,-83.84224
581,15042I000006,5315 AMBER COVE WAY,5/25/23,"$380,000.00 ",Qualified,FM,0.94,Residential,2000,2479,$153.29 ,34.1458146,-83.8628959
582,08118 001154,6018 YACHT WAY,5/25/23,"$346,100.00 ",Qualified,FM,0.09,Residential,2016,2247,$154.03 ,34.1854235,-83.9307858
583,08032 000068,3741 WINDY HILL CIR,5/25/23,"$325,000.00 ",Qualified,FM,0.48,Residential,1974,1824,$178.18 ,34.2647127,-83.8834753
584,15043B000057,5179 SAGEWOOD DR,5/25/23,"$330,000.00 ",Qualified,FM,0.9,Residential,1996,1140,$289.47 ,34.1566712,-83.874822
585,08045 001118,4513 PRESTWICK DR,5/25/23,"$310,000.00 ",Qualified,FM,0.59,Residential,1995,1188,$260.94 ,34.2251664,-83.8754017
586,08099 000106,5324 BRIGGS ST,5/24/23,"$300,000.00 ",Qualified,FM,0.05,Residential,2023,1952,$153.69 ,34.2031526,-83.9166753
587,08098A000126,4942 VIREO DR,5/24/23,"$290,000.00 ",Qualified,FM,0.02,Residential,2002,1692,$171.39 ,34.1902726,-83.9168346
588,15041H000038,2963 CLIMBING ROSE ST,5/24/23,"$555,500.00 ",Qualified,FM,0.41,Residential,2006,3329,$166.87 ,34.1079777,-83.8926032
589,00109 001049,2215 BOY SCOUT CAMP RD,5/24/23,"$175,000.00 ",Qualified,FM,0.54,Residential,1968,1293,$135.34 ,34.3196299,-83.8709588
590,08134A000101,6294 SATURN DR,5/24/23,"$400,000.00 ",Qualified,FM,0.36,Residential,2000,1726,$231.75 ,34.1633547,-83.9318531
591,08042A000543,4729 MEDLOCK LN,5/24/23,"$309,990.00 ",Qualified,FM,0.06,Residential,2022,1660,$186.74 ,34.242952,-83.892249
592,15047 000610,7303 BIRD SONG PL,5/24/23,"$506,000.00 ",Qualified,FM,0.32,Residential,2013,3434,$147.35 ,34.148705,-83.904616
593,15044 000177,5016 DEER CREEK CT,5/24/23,"$950,000.00 ",Qualified,FM,1.01,Residential,2006,4265,$222.74 ,34.183452,-83.867821
594,15041D000200,6331 HICKORY BRANCH DR,5/24/23,"$703,000.00 ",Qualified,FM,0.32,Residential,2007,2919,$240.84 ,34.1251879,-83.8673891
595,15037L000053,4377 PINE VALE RD,5/24/23,"$450,000.00 ",Qualified,FM,1.21,Residential,2002,1768,$254.52 ,34.1872025,-83.8275594
596,08151 002107,5325 SUMMER OAK LN,5/24/23,"$687,900.00 ",Qualified,FM,0.24,Residential,2023,3820,$180.08 ,34.1542951,-83.948517
597,01104 001018,126 NW WOODLAKE DR,5/23/23,"$820,000.00 ",Qualified,FM,1,Residential,1976,4344,$188.77 ,34.3491932,-83.8558758
598,15029B000106,5406 WOODSTREAM CT,5/23/23,"$474,900.00 ",Qualified,FM,0.98,Residential,2005,2335,$203.38 ,34.1770034,-83.8025051
599,10059A000002,3407 OSCEOLA TRL,5/23/23,"$435,000.00 ",Qualified,FM,0.58,Residential,1998,1905,$228.35 ,34.3486578,-83.9213655
600,08081 009001A,5178 BROWNS BRIDGE RD,5/23/23,"$324,900.00 ",Qualified,FM,0.55,Residential,1944,1712,$189.78 ,34.264899,-83.9333837
601,00131 002015A,140 MCCONNELL DR,5/23/23,"$240,000.00 ",Qualified,FM,0.67,Residential,1967,1715,$139.94 ,34.2800033,-83.8339405
602,15047C000117,7208 WHITEWATER DR,5/23/23,"$705,000.00 ",Qualified,FM,0.17,Residential,2021,3100,$227.42 ,34.144711,-83.9016059
603,09046A000012,6970 WHEELER RD,5/23/23,"$315,000.00 ",Qualified,FM,1.67,Residential,2022,1569,$200.76 ,34.4132401,-83.6493792
604,15042 000464,7043 LANCASTER XING,5/23/23,"$500,000.00 ",Qualified,FM,0.2,Residential,2021,2903,$172.24 ,34.139217,-83.8921273
605,01040 004015,518 NW BRADFORD ST,5/22/23,"$530,000.00 ",Qualified,FM,0.17,Residential,1940,1911,$277.34 ,34.3048453,-83.8301663
606,10062 000031,3409 SPRINGDALE FORREST AVE,5/22/23,"$265,000.00 ",Qualified,FM,0.75,Residential,1998,1362,$194.57 ,34.3193874,-83.9188623
607,15041 000006I,2695 FRIENDSHIP RD,5/22/23,"$149,000.00 ",Qualified,FM,1.23,Residential,1993,540,$275.93 ,34.1105046,-83.8871701
608,10011B000016,5762 RIDGEWATER CIR,5/18/23,"$460,000.00 ",Qualified,FM,0.75,Residential,2007,2797,$164.46 ,34.3991721,-83.968101
609,01071 002010,576 NW STILLWOOD DR,5/22/23,"$543,500.00 ",Qualified,FM,0.46,Residential,1952,2138,$254.21 ,34.3102865,-83.8378766
610,08138 003042,5936 ASHLEY FALLS LN,5/22/23,"$840,000.00 ",Qualified,FM,0.48,Residential,2019,4698,$178.80 ,34.1641616,-83.9389886
611,15007A000160,5372 ROCKY BLUFF WAY,5/22/23,"$310,000.00 ",Qualified,FM,1.18,Residential,2007,1630,$190.18 ,34.3678725,-83.6893339
612,15041 000622,5724 MIRAVISTA WAY,5/22/23,"$842,680.00 ",Qualified,FM,0.2,Residential,2023,3716,$226.77 ,34.1020724,-83.8651167
613,08110 000041,6284 COVE CREEK DR,5/22/23,"$430,000.00 ",Qualified,FM,0.4,Residential,2008,2602,$165.26 ,34.200861,-83.934278
614,08032 000038,3705 TURKWOOD DR,5/22/23,"$445,000.00 ",Qualified,FM,0.66,Residential,2022,2401,$185.34 ,34.2611445,-83.8882361
615,10060 000104,3114 ARROWHEAD DR,5/22/23,"$380,000.00 ",Qualified,FM,0.51,Residential,1994,1721,$220.80 ,34.3381261,-83.9167934
616,08118 001158,6025 HARBOUR MIST DR,5/22/23,"$427,000.00 ",Qualified,FM,0.13,Residential,2016,2247,$190.03 ,34.1849503,-83.9308603
617,08041A000064,3730 OLD FLOWERY BRANCH RD,5/19/23,"$157,500.00 ",Qualified,FM,0.11,Residential,1981,1024,$153.81 ,34.2531746,-83.8879877
618,15047 000993,6837 BUNGALOW RD,5/19/23,"$483,684.00 ",Qualified,FM,0.15,Residential,2022,1972,$245.28 ,34.150126,-83.910737
619,08100 001081,5814 PARK PT,5/19/23,"$475,000.00 ",Qualified,FM,0.2,Residential,2018,2770,$171.48 ,34.2116733,-83.9260845
620,08031 004234,4538 SW HIDDEN CREEK DR,5/19/23,"$425,000.00 ",Qualified,FM,0.16,Residential,2016,2088,$203.54 ,34.2529532,-83.8783414
621,08151 002105,5407 SUMMER SPRUCE PL,5/19/23,"$679,900.00 ",Qualified,FM,0.26,Residential,2023,3810,$178.45 ,34.1523501,-83.9483909
622,01069 001008,440 NW DIXON DR,5/19/23,"$717,000.00 ",Qualified,FM,0.31,Residential,1950,1680,$426.79 ,34.3098188,-83.8337334
623,15037H000033,4402 OXBURGH PARK,5/19/23,"$672,500.00 ",Qualified,FM,0.6,Residential,1995,2753,$244.28 ,34.2008446,-83.8458723
624,15011 000052,4079 TWIN SPRINGS RD,5/19/23,"$270,000.00 ",Qualified,FM,1.14,Residential,1983,1085,$248.85 ,34.2477101,-83.7038263
625,15037G000018,4815 UPPER BERKSHIRE RD,5/19/23,"$630,000.00 ",Qualified,FM,0.48,Residential,1991,2938,$214.43 ,34.1926033,-83.8498076
626,10146 000018H,3134 LAKELAND RD,5/19/23,"$260,000.00 ",Qualified,FM,0.9,Residential,1984,1632,$159.31 ,34.3617866,-83.8095727
627,15047 002210,6905 RIVER ROCK DR,5/19/23,"$608,184.00 ",Qualified,FM,0.14,Residential,2022,1929,$315.28 ,34.1483939,-83.9095105
628,10086 000114,3464 ROCK RIDGE DR,5/19/23,"$245,000.00 ",Qualified,FM,0.33,Residential,1998,1270,$192.91 ,34.3147038,-83.8950662
629,08151 002098,5455 SUMMER PINE PL,5/19/23,"$700,000.00 ",Qualified,FM,0.28,Residential,2022,3793,$184.55 ,34.1536342,-83.9498454
630,15044K000024,4838 NETHERLANDS PL,5/19/23,"$405,000.00 ",Qualified,FM,0.91,Residential,1999,2454,$165.04 ,34.1962978,-83.8631029
631,01097B000049,2216 NE SANDRIDGE COMMONS LN,5/19/23,"$278,000.00 ",Qualified,FM,0.02,Residential,2019,1500,$185.33 ,34.3324199,-83.8400243
632,08038 002003,4305 CHEROKEE TRL,5/19/23,"$220,000.00 ",Qualified,FM,0.57,Residential,1983,1260,$174.60 ,34.2827245,-83.9170003
633,15043C000093,5216 KEYSTONE CT,5/19/23,"$345,000.00 ",Qualified,FM,0.31,Residential,1995,1218,$283.25 ,34.1580321,-83.8804116
634,08031A004101,4657 SW HIDDEN CREEK DR,5/19/23,"$372,500.00 ",Qualified,FM,0.14,Residential,2014,1734,$214.82 ,34.2490508,-83.8807428
635,10120 000100,3818 COCHRAN RD,5/19/23,"$375,000.00 ",Qualified,FM,1.93,Residential,1978,1345,$278.81 ,34.3693397,-83.8532042
636,08041A000007,3925 MOUNTAIN VIEW RD,5/19/23,"$178,000.00 ",Qualified,FM,0.11,Residential,1981,1024,$173.83 ,34.2538547,-83.8892293
637,08042A000537,4595 RUTLEDGE DR,5/19/23,"$314,990.00 ",Qualified,FM,0.06,Residential,2022,1764,$178.57 ,34.242713,-83.891656
638,08065 000022,5037 SOUTHGATE DR,5/19/23,"$300,000.00 ",Qualified,FM,0.34,Residential,1985,1388,$216.14 ,34.2402191,-83.9049169
639,15047 000400,7870 BRASS LANTERN DR,5/19/23,"$460,000.00 ",Qualified,FM,0.27,Residential,2006,2834,$162.31 ,34.1350942,-83.9067792
640,15039 000838,6022 WHITE SYCAMORE PL,5/18/23,"$476,480.00 ",Qualified,FM,0.16,Residential,2023,3308,$144.04 ,34.1291343,-83.8409263
641,10011B000066,5741 RIDGEWATER DR,5/18/23,"$469,950.00 ",Qualified,FM,0.63,Residential,2023,2580,$182.15 ,34.397334,-83.9705029
642,08042A000151,4918 OAK MEADOW LN,5/18/23,"$265,000.00 ",Qualified,FM,0.05,Residential,2003,1304,$203.22 ,34.2425863,-83.889892
643,08075 002129A,5374 ASTER PL,5/18/23,"$360,000.00 ",Qualified,FM,0.1,Residential,2020,2176,$165.44 ,34.2187344,-83.9069861
644,15012C000062,4669 TURNING LEAF DR,5/18/23,"$293,000.00 ",Qualified,FM,0.62,Residential,2001,1186,$247.05 ,34.2351371,-83.6973072
645,15037M000025,4262 GOLDMONT TER,5/18/23,"$340,000.00 ",Qualified,FM,0.66,Residential,1998,1253,$271.35 ,34.1933165,-83.8269379
646,10080 000066,4113 ADA CREEK DR,5/18/23,"$313,000.00 ",Qualified,FM,0.59,Residential,1999,2226,$140.61 ,34.3700768,-83.8918
647,15028 000181,4031 SILVERSTONE DR,5/17/23,"$745,000.00 ",Qualified,FM,0.51,Residential,2018,4182,$178.14 ,34.1641035,-83.7949177
648,08110 000127,6516 TEAL TRAIL DR,5/17/23,"$547,000.00 ",Qualified,FM,0.54,Residential,2019,2592,$211.03 ,34.2048923,-83.936249
649,01083 001064,1708 NE FAIRVIEW DR,5/17/23,"$468,000.00 ",Qualified,FM,0.62,Residential,1961,2394,$195.49 ,34.3157777,-83.8079147
650,10114 000186,3497 MILLERS PL,5/17/23,"$449,065.00 ",Qualified,FM,0.95,Residential,2004,1773,$253.28 ,34.3622679,-83.8655049
651,15004 000150,5503 HAWTHORN DR,5/17/23,"$335,000.00 ",Qualified,FM,2.25,Residential,2019,1300,$257.69 ,34.318465,-83.666438
652,15028 000212,4110 GENTLE BREEZE WAY,5/17/23,"$1,171,617.00 ",Qualified,FM,1.96,Residential,2022,4192,$279.49 ,34.161231,-83.795081
653,00053 005032,10 STALLWORTH ST,5/17/23,"$283,500.00 ",Qualified,FM,0.29,Residential,1922,1146,$247.38 ,34.2821334,-83.8204317
654,15041 000624,5704 MIRAVISTA WAY,5/17/23,"$822,190.00 ",Qualified,FM,0.2,Residential,2023,3530,$232.92 ,34.1020727,-83.865117
655,10115 000176,3813 CHEROKEE FRD,5/17/23,"$395,000.00 ",Qualified,FM,0.8,Residential,1977,1932,$204.45 ,34.3753652,-83.8605352
656,15039 000726,5870 UNION GROVE DR,5/16/23,"$450,770.00 ",Qualified,FM,0.16,Residential,2022,2734,$164.88 ,34.1303277,-83.8407322
657,08053 004037,5188 FOX DEN RD,5/16/23,"$425,490.00 ",Qualified,FM,0.19,Residential,2023,2421,$175.75 ,34.2332937,-83.8945778
658,08098A000070,4834 ZEPHYR COVE PL,5/16/23,"$309,000.00 ",Qualified,FM,0.02,Residential,2004,1740,$177.59 ,34.1888912,-83.9170457
659,00123 008008,1437 HUDGINS ST,5/16/23,"$210,000.00 ",Qualified,FM,0.52,Residential,1951,1176,$178.57 ,34.2880342,-83.8482231
660,15047 002251,6960 RIVER ROCK DR,5/16/23,"$465,676.00 ",Qualified,FM,0.16,Residential,2022,1696,$274.57 ,34.146945,-83.909145
661,08120A000026,6417 ARBOR WOOD DR,5/16/23,"$1,595,000.00 ",Qualified,FM,0.48,Residential,1988,2145,$743.59 ,34.1960777,-83.9484806
662,15026C000115,4445 CANEY FORK CIR,5/16/23,"$432,000.00 ",Qualified,FM,0.58,Residential,2005,2640,$163.64 ,34.1588488,-83.7828731
663,15039G000215,6328 BLACK ROCK LN,5/16/23,"$373,000.00 ",Qualified,FM,0.11,Residential,2007,1356,$275.07 ,34.1153155,-83.8463318
664,15041D000303,6412 HICKORY BRANCH DR,5/15/23,"$695,000.00 ",Qualified,FM,0.27,Residential,2016,3034,$229.07 ,34.1283064,-83.8704328
665,08024 005221,4310 SW CLUBSIDE DR,5/15/23,"$500,876.00 ",Qualified,FM,0.18,Residential,2022,3480,$143.93 ,34.249966,-83.873111
666,10146 000178,3737 GRIFFIN DR,5/15/23,"$1,020,000.00 ",Qualified,FM,0.51,Residential,1993,2222,$459.05 ,34.3625763,-83.8008469
667,08111 003251,5903 SCREECH OWL DR,5/15/23,"$422,000.00 ",Qualified,FM,0.17,Residential,2021,2496,$169.07 ,34.192479,-83.9264337
668,08151 002100,5404 SUMMER SPRUCE PL,5/15/23,"$689,440.00 ",Qualified,FM,0.32,Residential,2022,3513,$196.25 ,34.154023,-83.949461
669,12028 000075,6204 RIVER RUN CIR,5/15/23,"$187,500.00 ",Qualified,FM,0.3,Residential,1986,960,$0.00 ,34.4243017,-83.8043498
670,08053 004094,5209 FOX DEN RD,5/15/23,"$334,900.00 ",Qualified,FM,0.06,Residential,2022,2020,$165.79 ,34.2332937,-83.8945778
671,08024 005481,4573 SW CYPRESS PARK DR,5/15/23,"$368,830.00 ",Qualified,FM,0.11,Residential,2022,1910,$193.10 ,34.2483209,-83.862479
672,08024 006223,4468 SW MILL OAK WAY,5/15/23,"$536,368.00 ",Qualified,FM,0.17,Residential,2021,3420,$156.83 ,34.25385,-83.8687659
673,08034 000357,3635 SW CRESSWIND PKWY,5/15/23,"$535,000.00 ",Qualified,FM,0.15,Residential,2017,1839,$290.92 ,34.2776339,-83.8893952
674,08012 009049,4342 SW BOX ELDER PATH,5/15/23,"$319,700.00 ",Qualified,FM,0.22,Residential,2015,2036,$157.02 ,34.2510037,-83.8651771
675,08024 005164,4381 SW CLUBSIDE DR,5/15/23,"$429,000.00 ",Qualified,FM,0.16,Residential,2017,2464,$174.11 ,34.2527929,-83.8728706
676,15022J000273,3117 SE LEGACY GLEN PATH,5/12/23,"$309,000.00 ",Qualified,FM,0.31,Residential,2014,1734,$178.20 ,34.2796669,-83.7631727
677,15047 000992,6833 BUNGALOW RD,5/12/23,"$485,856.00 ",Qualified,FM,0.14,Residential,2022,1897,$256.12 ,34.150083,-83.910889
678,08044A000038,3759 OAKWOOD HILLS DR,5/12/23,"$460,000.00 ",Qualified,FM,0.26,Residential,1989,1024,$112.30 ,34.237637,-83.8815785
679,10146 000201,3307 CLEARVIEW DR,5/12/23,"$307,500.00 ",Qualified,FM,0.58,Residential,1996,1540,$199.68 ,34.3674263,-83.8075002
680,07332 001072,2805 LAKEWIND CT,5/12/23,"$540,000.00 ",Qualified,FM,0.59,Residential,1994,2676,$201.79 ,34.1514447,-84.0023441
681,09066 004003,6310 GROVE ST,5/12/23,"$100,000.00 ",Qualified,FM,0.23,Residential,1870,960,$104.17 ,34.395502,-83.658062
682,15022J000225,3103 SE HERITAGE GLEN DR,5/12/23,"$380,000.00 ",Qualified,FM,0.36,Residential,2017,2934,$129.52 ,34.2762348,-83.7628409
683,15030K000065,4572 PERSIAN TRL,5/12/23,"$479,000.00 ",Qualified,FM,2.65,Residential,2004,2279,$210.18 ,34.2049168,-83.8098214
684,08151 002104,5411 SUMMER SPRUCE PL,5/12/23,"$739,900.00 ",Qualified,FM,0.39,Residential,2023,3828,$193.29 ,34.1537734,-83.9485573
685,08042A000534,4583 RUTLEDGE DR,5/12/23,"$314,990.00 ",Qualified,FM,0.06,Residential,2022,1654,$190.44 ,34.242474,-83.8916349
686,10128 000093,4120 WILLOW TRCE,5/12/23,"$1,450,000.00 ",Qualified,FM,0.5,Residential,1983,3120,$464.74 ,34.3716701,-83.8428481
687,12032 000073,5706 CRYSTAL WAY,5/12/23,"$385,000.00 ",Qualified,FM,4.09,Residential,2015,2068,$186.17 ,34.459846,-83.8066769
688,08111 003201,5820 SCREECH OWL DR,5/12/23,"$385,000.00 ",Qualified,FM,0.12,Residential,2021,2136,$180.24 ,34.1923278,-83.9286263
689,15042 000513,7133 BIRCH VIEW CT,5/12/23,"$549,990.00 ",Qualified,FM,0.3,Residential,2022,2124,$258.94 ,34.136629,-83.8900419
690,10016 000082,6105 GRAND MARINA CIR,5/12/23,"$1,113,000.00 ",Qualified,FM,1.06,Residential,2007,4563,$243.92 ,34.3519271,-83.9577644
691,15047 000964,6813 BUNGALOW RD,5/12/23,"$454,577.00 ",Qualified,FM,0.14,Residential,2022,1564,$290.65 ,34.149943,-83.911676
692,10017 000015,6728 HORSE SHOE CIR,5/12/23,"$1,133,500.00 ",Qualified,FM,0.54,Residential,2021,3738,$303.24 ,34.3501306,-83.9629536
693,15036C000225,3631 ABBEY WAY,5/12/23,"$285,000.00 ",Qualified,FM,0.06,Residential,2021,1600,$178.13 ,34.2200109,-83.8540533
694,08024 005478,4585 SW CYPRESS PARK DR,5/11/23,"$353,965.00 ",Qualified,FM,0.06,Residential,2022,1916,$184.74 ,34.2483209,-83.862479
695,08042A000536,4591 RUTLEDGE DR,5/11/23,"$313,490.00 ",Qualified,FM,0.06,Residential,2022,1641,$191.04 ,34.242714,-83.891543
